"Description",".sign","p.adjust","GeneRatio","Subtype"
"positive regulation of cell migration","activated",0.00144497304899559,0.324561403508772,4
"tube morphogenesis","activated",0.00144497304899559,0.322259136212625,4
"positive regulation of double-strand break repair via homologous recombination","suppressed",0.0014816689862315,0.777777777777778,4
"ubiquitin-dependent protein catabolic process","suppressed",0.0014816689862315,0.519480519480519,4
"response to chemokine","activated",0.0014898337990124,0.666666666666667,4
"cellular response to chemokine","activated",0.0014898337990124,0.666666666666667,4
"mitotic cell cycle process","suppressed",0.00153761471925725,0.446153846153846,4
"animal organ morphogenesis","activated",0.00158733326802789,0.300925925925926,4
"circulatory system development","activated",0.00165522113142613,0.314868804664723,4
"anatomical structure formation involved in morphogenesis","activated",0.00174906829002466,0.313186813186813,4
"positive regulation of locomotion","activated",0.00186344088583638,0.319327731092437,4
"regulation of cell migration","activated",0.00186344088583638,0.305084745762712,4
"cell cycle process","suppressed",0.0019098735805419,0.422885572139304,4
"positive regulation of cell motility","activated",0.0022541835997261,0.32034632034632,4
"tube development","activated",0.00239766545236605,0.326704545454545,4
"locomotion","activated",0.0025390616114019,0.30607476635514,4
"positive regulation of lipid metabolic process","activated",0.00274706546944693,0.432432432432432,4
"signaling","activated",0.00321192053544222,0.28079834824501,4
"regulation of DNA repair","suppressed",0.00346826490181635,0.4,4
"cartilage development","activated",0.00411592807308019,0.442622950819672,4
"positive regulation of DNA repair","suppressed",0.00460564375408255,0.434782608695652,4
"double-strand break repair via homologous recombination","suppressed",0.00460564375408255,0.529411764705882,4
"recombinational repair","suppressed",0.00460564375408255,0.529411764705882,4
"microtubule cytoskeleton organization","suppressed",0.00460564375408255,0.494845360824742,4
"positive regulation of double-strand break repair","suppressed",0.004929943928238,0.529411764705882,4
"skeletal system development","activated",0.00500534794249534,0.330708661417323,4
"regulation of cell motility","activated",0.00500534794249534,0.297520661157025,4
"chromosome organization","suppressed",0.00550784189288103,0.554054054054054,4
"proteasome-mediated ubiquitin-dependent protein catabolic process","suppressed",0.00621022912904195,0.365384615384615,4
"regulation of cell cycle","suppressed",0.00703318567366778,0.345549738219895,4
"double-strand break repair","suppressed",0.00724592376702364,0.361111111111111,4
"positive regulation of cell population proliferation","activated",0.00724592376702364,0.302052785923754,4
"cell communication","activated",0.00724592376702364,0.279835390946502,4
"positive regulation of proteasomal ubiquitin-dependent protein catabolic process","suppressed",0.00726509534539351,0.5,4
"positive regulation of ubiquitin-dependent protein catabolic process","suppressed",0.00727200501074481,0.55,4
"G protein-coupled receptor signaling pathway","activated",0.00727200501074481,0.44,4
"regulation of ubiquitin-dependent protein catabolic process","suppressed",0.00737601279944632,0.5,4
"regulation of lipid metabolic process","activated",0.00887934111392067,0.481012658227848,4
"regulation of locomotion","activated",0.00896431426980614,0.296296296296296,4
"regulation of cell population proliferation","activated",0.00896431426980614,0.291512915129151,4
"eosinophil chemotaxis","activated",0.00911002464005851,0.789473684210526,4
"RNA processing","suppressed",0.00911002464005851,0.45679012345679,4
"protein-RNA complex organization","suppressed",0.0106231655712733,0.764705882352941,4
"endosomal transport","suppressed",0.0112481267328624,0.607142857142857,4
"protein modification by small protein conjugation","suppressed",0.0117387818171249,0.40506329113924,4
"connective tissue development","activated",0.0140115796174525,0.381578947368421,4
"regulation of double-strand break repair via homologous recombination","suppressed",0.014514556962241,0.533333333333333,4
"protein deubiquitination","suppressed",0.0146720573382734,0.764705882352941,4
"protein modification by small protein removal","suppressed",0.0146720573382734,0.764705882352941,4
"microtubule-based process","suppressed",0.0154886239994405,0.402985074626866,4
"regulation of intrinsic apoptotic signaling pathway","suppressed",0.0171688714281709,0.464285714285714,4
"autophagy","suppressed",0.017362302562828,0.596491228070175,4
"process utilizing autophagic mechanism","suppressed",0.017362302562828,0.596491228070175,4
"intestinal absorption","activated",0.0188914894900457,0.5,4
"cellular response to stimulus","activated",0.0188914894900457,0.311381074168798,4
"protein K63-linked ubiquitination","suppressed",0.0191173196485855,0.583333333333333,4
"cellular response to topologically incorrect protein","suppressed",0.0210280527820688,0.52,4
"macroautophagy","suppressed",0.0223212367618786,0.605633802816901,4
"chemotaxis","activated",0.0223212367618786,0.343434343434343,4
"taxis","activated",0.0223212367618786,0.343434343434343,4
"protein-RNA complex assembly","suppressed",0.0242074622655127,0.75,4
"cellular response to unfolded protein","suppressed",0.0244891976401087,0.5,4
"regulation of double-strand break repair","suppressed",0.0265926703234133,0.434782608695652,4
"regulation of signaling receptor activity","activated",0.0269605271977776,0.318181818181818,4
"protein ubiquitination","suppressed",0.028466336643867,0.444444444444444,4
"proteasomal protein catabolic process","suppressed",0.0310562994786393,0.367088607594937,4
"ossification","activated",0.0310562994786393,0.344827586206897,4
"cell population proliferation","activated",0.0310562994786393,0.283806343906511,4
"granulocyte migration","activated",0.0316156039307921,0.407407407407407,4
"negative regulation of multicellular organismal process","activated",0.031793533503638,0.312997347480106,4
"mitotic cell cycle phase transition","suppressed",0.0325761984811528,0.426470588235294,4
"regulation of multicellular organismal development","activated",0.0335170160316301,0.298823529411765,4
"translation","suppressed",0.0351052941586973,0.576086956521739,4
"animal organ development","activated",0.0351291687914491,0.225416036308623,4
"regulation of cellular response to stress","suppressed",0.0360591330529219,0.369747899159664,4
"regulation of protein modification by small protein conjugation or removal","suppressed",0.0363337157642024,0.558823529411765,4
"eosinophil migration","activated",0.0379326635325391,0.714285714285714,4
"regulation of lipid biosynthetic process","activated",0.0379326635325391,0.479166666666667,4
"response to endogenous stimulus","activated",0.0379326635325391,0.29010989010989,4
"elastin catabolic process","activated",0.0424151795921401,1,4
"system process","activated",0.0441266532317786,0.277227722772277,4
"vesicle-mediated transport between endosomal compartments","suppressed",0.0452147449358252,0.666666666666667,4
"intestinal lipid absorption","activated",0.0452147449358252,0.636363636363636,4
"regulation of steroid biosynthetic process","activated",0.0452147449358252,0.375,4
"macromolecule catabolic process","suppressed",0.0452147449358252,0.286792452830189,4
"positive regulation of epithelial cell proliferation","activated",0.0453168171107944,0.328947368421053,4
"regulation of leukocyte migration","activated",0.0464769753048862,0.468468468468468,4
"RNA splicing","suppressed",0.0466872908061669,0.490909090909091,4
"hydrogen peroxide metabolic process","suppressed",0.0471043124373064,0.684210526315789,4
"chromatin organization","suppressed",0.0479947445510053,0.337078651685393,4
"negative regulation of translation","suppressed",0.0499854839938196,0.68,4
"antibacterial humoral response","activated",0.0499854839938196,0.44,4
"DNA repair","suppressed",8.61256173172821e-05,0.605633802816901,5
"cell adhesion","activated",8.61256173172821e-05,0.386712095400341,5
"cell surface receptor signaling pathway","activated",8.61256173172821e-05,0.363852556480381,5
"multicellular organismal process","activated",9.41024942670703e-05,0.333756345177665,5
"response to stimulus","activated",9.41024942670703e-05,0.283351120597652,5
"DNA damage response","suppressed",0.00121778104526365,0.587301587301587,5
"cell migration","activated",0.00135684965175561,0.337972166998012,5
"anatomical structure formation involved in morphogenesis","activated",0.00313661015426185,0.35989010989011,5
"anatomical structure development","activated",0.00370150454788995,0.282472613458529,5
"antimicrobial humoral response","activated",0.00481692920329181,0.388235294117647,5
"blood vessel development","activated",0.00491450940300893,0.417293233082707,5
"cell motility","activated",0.00491450940300893,0.330783938814532,5
"multicellular organism development","activated",0.00491450940300893,0.285178236397749,5
"developmental process","activated",0.00491450940300893,0.281763826606876,5
"mRNA metabolic process","suppressed",0.00536835291054912,0.536585365853659,5
"positive regulation of cell motility","activated",0.00599265622152142,0.376623376623377,5
"negative regulation of multicellular organismal process","activated",0.00599265622152142,0.363395225464191,5
"system development","activated",0.00799190308305423,0.292110874200426,5
"double-strand break repair","suppressed",0.00826073766890416,0.638888888888889,5
"signaling","activated",0.00826073766890416,0.328974535443909,5
"chromatin organization","suppressed",0.00879956669175481,0.337078651685393,5
"positive regulation of locomotion","activated",0.0103317206324348,0.369747899159664,5
"chromatin remodeling","suppressed",0.0113993520659038,0.333333333333333,5
"response to bacterium","activated",0.0113993520659038,0.271604938271605,5
"regulation of cell population proliferation","activated",0.0113993520659038,0.313653136531365,5
"cell communication","activated",0.0113993520659038,0.327846364883402,5
"signal transduction","activated",0.0113993520659038,0.327953044754219,5
"regulation of cell cycle","suppressed",0.0116337051991373,0.282722513089005,5
"blood vessel morphogenesis","activated",0.0119713787266767,0.384,5
"regulation of cellular response to stress","suppressed",0.0134289127070898,0.46218487394958,5
"epigenetic regulation of gene expression","suppressed",0.0142746834552661,0.518518518518518,5
"regulation of DNA repair","suppressed",0.0142746834552661,0.7,5
"mRNA processing","suppressed",0.0142746834552661,0.54,5
"regulation of cell migration","activated",0.0142746834552661,0.347457627118644,5
"regulation of cell motility","activated",0.0142746834552661,0.347107438016529,5
"circulatory system development","activated",0.0143104111847806,0.39067055393586,5
"positive regulation of cell migration","activated",0.0146180640852957,0.37719298245614,5
"angiogenesis","activated",0.0146180640852957,0.390350877192982,5
"vasculature development","activated",0.0146180640852957,0.374545454545455,5
"proteasome-mediated ubiquitin-dependent protein catabolic process","suppressed",0.0147805180475828,0.538461538461538,5
"double-strand break repair via homologous recombination","suppressed",0.0148330750870054,0.823529411764706,5
"recombinational repair","suppressed",0.0148330750870054,0.823529411764706,5
"antibacterial humoral response","activated",0.018270487382351,0.4,5
"negative regulation of immune system process","activated",0.018270487382351,0.336538461538462,5
"response to endogenous stimulus","activated",0.018270487382351,0.320879120879121,5
"positive regulation of lipid metabolic process","activated",0.0185029223502564,0.405405405405405,5
"antimicrobial humoral immune response mediated by antimicrobial peptide","activated",0.0185029223502564,0.394366197183099,5
"extracellular matrix organization","activated",0.0185029223502564,0.483870967741935,5
"extracellular structure organization","activated",0.0185029223502564,0.483870967741935,5
"external encapsulating structure organization","activated",0.0185029223502564,0.483870967741935,5
"RNA processing","suppressed",0.0187888265457165,0.555555555555556,5
"modification-dependent protein catabolic process","suppressed",0.0187888265457165,0.487179487179487,5
"modification-dependent macromolecule catabolic process","suppressed",0.0187888265457165,0.487179487179487,5
"humoral immune response","activated",0.0187888265457165,0.405405405405405,5
"tube development","activated",0.0187888265457165,0.349431818181818,5
"locomotion","activated",0.0187888265457165,0.331775700934579,5
"cell population proliferation","activated",0.0223413988737067,0.303839732888147,5
"RNA splicing, via transesterification reactions","suppressed",0.0224788373625596,0.621621621621622,5
"regulation of osteoclast differentiation","activated",0.0224788373625596,0.666666666666667,5
"tolerance induction","activated",0.0224788373625596,0.615384615384615,5
"tube morphogenesis","activated",0.0224788373625596,0.362126245847176,5
"anatomical structure morphogenesis","activated",0.0224788373625596,0.306666666666667,5
"regulation of multicellular organismal process","activated",0.0224788373625596,0.297202797202797,5
"RNA splicing","suppressed",0.0246894348421799,0.563636363636364,5
"regulation of lipid metabolic process","activated",0.0310715304443689,0.329113924050633,5
"regulation of locomotion","activated",0.0310715304443689,0.338624338624339,5
"defense response","activated",0.0318722890366463,0.280130293159609,5
"modulation by symbiont of entry into host","activated",0.0331025756986383,0.714285714285714,5
"ubiquitin-dependent protein catabolic process","suppressed",0.0331025756986383,0.480519480519481,5
"cellular response to stimulus","activated",0.0331025756986383,0.276214833759591,5
"telomere maintenance","suppressed",0.0340292002471856,0.727272727272727,5
"telomere organization","suppressed",0.0340292002471856,0.727272727272727,5
"negative regulation of activin receptor signaling pathway","activated",0.0340292002471856,0.6,5
"symbiont entry into host","activated",0.0340292002471856,0.506849315068493,5
"T cell proliferation","activated",0.0345841545755238,0.44,5
"negative regulation of myeloid leukocyte differentiation","activated",0.0346330735969022,0.6,5
"positive regulation of syncytium formation by plasma membrane fusion","activated",0.0386739257086783,0.857142857142857,5
"cytokine-mediated signaling pathway","activated",0.041265164846366,0.402542372881356,5
"regulation of double-strand break repair via homologous recombination","suppressed",0.0430088431544183,0.8,5
"regulation of lipid biosynthetic process","activated",0.0430088431544183,0.333333333333333,5
"regulation of myotube differentiation","activated",0.0434758844106974,0.333333333333333,5
"regulation of ubiquitin-dependent protein catabolic process","suppressed",0.0449195207645316,0.617647058823529,5
"negative regulation of hemopoiesis","activated",0.0449195207645316,0.394736842105263,5
"endosomal transport","suppressed",0.0449195207645316,0.678571428571429,5
"defense response to bacterium","activated",0.0449195207645316,0.232758620689655,5
"protein-RNA complex organization","suppressed",0.0464332588328043,0.647058823529412,5
"signal transduction in response to DNA damage","suppressed",0.0473531133132118,0.40625,5
"non-canonical NF-kappaB signal transduction","activated",0.0473531133132118,0.25,5
"cell cycle process","suppressed",0.0473531133132118,0.432835820895522,5
"cell cycle G2/M phase transition","suppressed",0.0475753439406083,0.521739130434783,5
"regulation of syncytium formation by plasma membrane fusion","activated",0.0475753439406083,0.777777777777778,5
"regulation of T cell proliferation","activated",0.0475753439406083,0.462365591397849,5
"response to tumor necrosis factor","activated",0.0475753439406083,0.333333333333333,5
"mitotic cell cycle","suppressed",0.0475753439406083,0.427631578947368,5
"enzyme-linked receptor protein signaling pathway","activated",0.0475753439406083,0.337386018237082,5
"positive regulation of cell population proliferation","activated",0.0475753439406083,0.328445747800586,5
"response to external stimulus","activated",0.0475753439406083,0.298684210526316,5
"negative regulation of cell population proliferation","activated",0.0478575839920216,0.35042735042735,5
"regulation of double-strand break repair","suppressed",0.0479431191188318,0.695652173913043,5
"symbiont entry into host cell","activated",0.0479431191188318,0.5,5
"biological process involved in interaction with host","activated",0.0479431191188318,0.475,5
"activation of NF-kappaB-inducing kinase activity","activated",0.0498050707505065,1,5
"animal organ development","activated",0.0498050707505065,0.29500756429652,5
