Biomarker,Subtype,Age,Coefficient,p,t
YAP1,1,49.0,0.2898760100151134,1.2846315227764446e-21,9.636885704357084
YAP1,1,64.0,0.2390389256022945,1.1128265052599103e-21,9.629465978822132
KLK4,1,64.0,0.2837814861471895,1.116168678839102e-21,9.62914963508069
LECT2,1,49.0,0.3156529686531499,1.5449988309079968e-21,9.61723533973626
REG4,1,49.0,0.3108758137120705,1.8277094841900695e-21,9.599311146692635
CCN3,1,64.0,0.22081821588825296,1.6375798281752572e-21,9.588633967179458
NT5C1A,1,49.0,0.3085951466883888,3.3371917235136116e-21,9.534839369934822
ST6GAL1,1,49.0,0.30305014178673106,4.01485147853304e-21,9.51496280093457
ADM,1,49.0,0.306661209354465,5.5866911445265035e-21,9.479346340451288
LGALS3,1,49.0,0.32571680280277165,7.101801832301122e-21,9.453401286603237
CCL11,1,49.0,0.33353598646200255,8.818448474292392e-21,9.429937349327902
WNT9A,1,64.0,0.24599959888940792,1.0780941094381543e-20,9.387082366569121
B3GNT7,1,49.0,0.3251508140110358,1.5233195956695533e-20,9.370455206556821
SUSD5,1,64.0,0.25680754484255935,1.6498526943851002e-20,9.341017910536182
IGFBP4,1,64.0,0.20508444200601464,1.7098267673054862e-20,9.337142702391443
NPL,1,49.0,0.31786740784248696,3.0812292589896546e-20,9.293289200641357
FSTL3,1,64.0,0.2008335671827171,2.721141737270006e-20,9.286575763002196
VSIG4,1,64.0,0.23034767127299866,2.914641077890471e-20,9.279078222778294
SPON1,1,49.0,0.27084013217445035,3.5896291811484815e-20,9.276482495528702
CFI,1,49.0,0.3344496400737109,8.69655166616927e-20,9.178549521023097
COLEC12,1,64.0,0.19496063249855675,1.1424196077391093e-19,9.128802949962534
PCSK9,1,49.0,0.3339354162029634,4.372826057388181e-19,8.997293662251149
B4GAT1,1,49.0,0.30593411866669357,5.279262359218472e-19,8.975934443411864
SERPING1,1,49.0,0.33918012089482413,5.530178394611279e-19,8.970662376950463
MMP12,1,49.0,0.2707593440599087,5.735270840220903e-19,8.966525853941754
IGSF3,1,49.0,0.25027795173089323,7.498524015941895e-19,8.936020519999559
NTproBNP,1,64.0,0.27773603378663797,6.842633795274637e-19,8.928319830942344
ITGB1,1,49.0,0.26541043554051397,9.290544824531354e-19,8.911566335313102
MOG,1,49.0,0.28429760833034406,1.1574574501259288e-18,8.886417850163463
ACTA2,1,64.0,0.23307534578261202,1.656868281569646e-18,8.827709649689178
FGFR4,1,49.0,0.2635200122980777,3.6637781446359495e-18,8.75350578413212
LDLR,1,49.0,0.31979537519130424,4.476627129305148e-18,8.730203504943749
ITGB5,1,49.0,0.25679652325207614,5.9708970122586245e-18,8.696607459923824
SPOCK1,1,49.0,0.314305303855906,9.110370155171413e-18,8.647107583122974
ADAMTS16,1,49.0,0.23790367454209216,1.0115193176340805e-17,8.634809962900285
HSPB6,1,49.0,0.28122252702712736,1.0868144292503264e-17,8.626361598516528
FAM20A,1,49.0,0.3094237650583225,1.144619564915578e-17,8.620259067727364
CCN5,1,64.0,0.22595042702722204,1.2683786577220902e-17,8.591979154049575
NHLRC3,1,49.0,0.3023069932452259,1.7884070622361606e-17,8.567542755948478
ADGRG1,1,64.0,0.16715923450041953,1.6203662151644297e-17,8.563206686343484
DCBLD2,1,64.0,0.2420300531944797,2.110473045074341e-17,8.532059750165999
TNFRSF1A,1,64.0,0.1745413158754207,3.25304609594071e-17,8.48083158512786
ASPN,1,49.0,0.30710408369355235,4.6232527506288617e-17,8.45434002818863
SULT2A1,1,49.0,0.2464815821082825,5.46116244707792e-17,8.434343541412224
EPS8L2,1,49.0,0.2762556462582837,6.831867360388931e-17,8.407390249170483
PGF,1,64.0,0.20628509855703872,8.031577223602865e-17,8.372881878979117
ACP5,1,49.0,0.3093977488307065,9.408666424166227e-17,8.368731989381944
RBP5,1,49.0,0.26490169455222456,9.873230075709239e-17,8.362895947276328
FABP4,1,49.0,0.2672562335331885,1.0353172865708595e-16,8.357144618492953
IGFBP6,1,64.0,0.1982019032963385,1.1780611782400346e-16,8.326732826379724
SPP1,1,49.0,0.25430801796630004,1.3528879697707655e-16,8.324659862179283
KYNU,1,49.0,0.2713533782707113,1.420973520348295e-16,8.318685223896864
COMP,1,49.0,0.2529441089478384,1.6488245529342054e-16,8.300564554766146
CES1,1,49.0,0.26153783860736246,2.439302249018802e-16,8.252669232209527
CXCL17,1,64.0,0.18166797776808025,2.2252673733026966e-16,8.249580571027812
CRIP2,1,49.0,0.30290294047041455,2.9648201384726484e-16,8.228713866377067
LGALS4,1,49.0,0.2640097279159862,3.434693108621335e-16,8.210608633552846
ADAMTS16,1,64.0,0.18614568251129304,3.933239123906282e-16,8.179908853020075
ATRN,1,49.0,0.2954633617052662,4.594782613244229e-16,8.174686707236344
PRCP,1,49.0,0.2757393072751339,4.632249425501574e-16,8.173682100950815
NBL1,1,64.0,0.184509217717964,4.635297909013241e-16,8.159716146729126
CTSF,1,49.0,0.31032474981842967,6.4537001357320155e-16,8.132563285567786
ROBO2,1,49.0,0.24462993474754774,6.7040140642383975e-16,8.127832581047267
PAMR1,1,49.0,0.27561691325214044,7.530745993811114e-16,8.113360013548945
PROS1,1,49.0,0.3055614401979541,7.633792041012794e-16,8.11166704229455
FAP,1,49.0,0.2703405835061005,7.725723677890053e-16,8.110175580949011
CPB2,1,49.0,0.3100123425531975,8.184935195664513e-16,8.102978123059778
IL18BP,1,64.0,0.18115330793947168,1.4258874209767868e-15,8.020287867812552
ERBB2,1,49.0,0.2621798631389129,1.6652829302782145e-15,8.013951335408574
LIPF,1,49.0,0.28113230470378625,2.1917307689828543e-15,7.979275427476694
GDF2,1,49.0,0.2813034812121138,2.224950238084172e-15,7.977372478910878
LRFN2,1,49.0,0.26454696475718653,2.4843546008125632e-15,7.963409400827581
IFI30,1,49.0,0.26790929026495625,2.5106856910431326e-15,7.962073299036372
AOC3,1,49.0,0.27040936229110885,2.6101257429639994e-15,7.957149045459233
TGFBR2,1,64.0,0.1732145649846711,2.3733257443292886e-15,7.956316257949104
TREM2,1,49.0,0.2475590168216809,3.374654145898547e-15,7.924510196894205
FBP1,1,49.0,0.2743621442030592,3.5622449001450975e-15,7.91762112203123
RARRES2,1,49.0,0.2578654827601238,4.2907457255938534e-15,7.893883886900099
TNFSF13,1,49.0,0.2506479402979201,4.470742169999231e-15,7.8886325787302525
PALM2,1,49.0,0.2586113693145192,5.36714969131289e-15,7.865241064967346
IGF2R,1,49.0,0.2646877393147143,5.9904763641376655e-15,7.851145950964565
SCARB2,1,64.0,0.1889152711489296,6.177537778079803e-15,7.834885573269586
LCAT,1,49.0,0.3041016551552214,6.878267423378047e-15,7.833384333938983
LAMP3,1,64.0,0.2076537974035842,6.413416228059101e-15,7.83009314713585
IGFBPL1,1,64.0,0.20806167267676717,6.433908931935998e-15,7.829685018772834
DCTPP1,1,49.0,0.27608762874439485,7.693301510459963e-15,7.818964372120566
LMOD1,1,49.0,0.26305367627762594,8.042462451453304e-15,7.813242124237985
LRP1,1,49.0,0.28868313140584373,1.0388287508648544e-14,7.780169507044369
CST3,1,49.0,0.2118111373532353,1.2987569019905175e-14,7.751206842177833
CTHRC1,1,64.0,0.21608667277313723,1.3728103844793129e-14,7.732159319881518
EPHA2,1,64.0,0.1826005380933417,1.8045938860840066e-14,7.6966833890526365
ITGA5,1,49.0,0.24230135196172703,2.1410590205448597e-14,7.686007981144046
SORT1,1,49.0,0.26164445259261004,2.34658887110791e-14,7.673997376771857
CTHRC1,1,49.0,0.24414900721562383,2.3548814960751617e-14,7.673534793862725
ADM,1,64.0,0.20400388371303788,2.2977246721564593e-14,7.665216802659381
C1S,1,49.0,0.28244554748295386,2.5199624498285456e-14,7.664645284849413
CD74,1,64.0,0.1975721001768855,2.392229680597327e-14,7.659955062982506
MMP12,1,64.0,0.20722489135222688,2.418893912022345e-14,7.658507460660646
SNCG,1,49.0,0.26099797305874634,2.854309062736164e-14,7.648274274223647
IFI30,1,64.0,0.20635319604894226,3.2628149001720544e-14,7.6193252501557645
LMOD1,1,64.0,0.2101833518563119,3.537000415061083e-14,7.60872904809427
NPY,1,49.0,0.2803453047246821,4.5444413915947426e-14,7.586873518233994
SIGLEC7,1,49.0,0.26430120845598715,4.864986331420715e-14,7.5778363025252204
AMBP,1,49.0,0.24885307503274146,5.707491817601394e-14,7.556620457284489
TINAGL1,1,49.0,0.25534518419504293,6.10936356442114e-14,7.547565227997798
LGALS1,1,49.0,0.2491019502686333,6.53657425314147e-14,7.538560240512427
GALNT10,1,49.0,0.27225494355442736,7.822854707694739e-14,7.5145791003295415
CSPG4,1,49.0,0.24147404838878062,9.022133975684033e-14,7.495487546897932
NPDC1,1,49.0,0.21165978041877723,9.032964846636057e-14,7.495326765715246
DSC2,1,64.0,0.17650170736089857,9.453481737082867e-14,7.478498717215991
ERBB3,1,49.0,0.27492102173925004,1.0939054561540213e-13,7.469628123408601
NTRK3,1,49.0,0.24309487170781507,1.1131224086068907e-13,7.467286560349672
RNASE4,1,49.0,0.25511740605238276,1.649763625038341e-13,7.414199916066344
KLKB1,1,49.0,0.2869844227742967,1.789968116499785e-13,7.403150885659378
LILRB4,1,64.0,0.21446210775907312,1.6649834265256945e-13,7.402547779089084
A1BG,1,49.0,0.2852549515618693,1.802460321696725e-13,7.402208075876402
CNTN5,1,49.0,0.25592083957604733,1.8276065672068285e-13,7.400329566486558
TIMP1,1,64.0,0.1839022103556394,1.7289504464181368e-13,7.397463184328072
FLT3LG,1,49.0,0.25520873628417995,2.0063610766308307e-13,7.387665701261362
CXCL14,1,49.0,0.286476298808295,2.0828565812240887e-13,7.382582100166146
SCARB2,1,49.0,0.2041086416805476,2.2453242426310763e-13,7.372367837347418
PLAUR,1,64.0,0.16234478781871575,2.678415675870472e-13,7.338186969568174
MYOC,1,49.0,0.24580552694293853,3.0907395073408854e-13,7.328763221577961
IGF1R,1,49.0,0.25965167800140176,3.4072165002949177e-13,7.315413321331463
SPON2,1,64.0,0.18592614057723705,3.510645634661789e-13,7.301319809823761
FAM3C,1,49.0,0.22433156306883548,3.9845478598677745e-13,7.293930653522386
CST3,1,64.0,0.165554302229762,3.727599593806193e-13,7.29312573815731
DCN,1,64.0,0.2179748967793184,4.181561712054984e-13,7.277397912722338
NTRK2,1,49.0,0.2431989633406497,4.617591364495665e-13,7.2736403200050335
COL6A3,1,64.0,0.15674437499549157,6.476678273904096e-13,7.217225856050462
CCL25,1,49.0,0.27476873375006483,6.995443529057815e-13,7.21619588935644
FGF12,1,49.0,0.268238910086909,8.016315297199621e-13,7.197265461647813
ACY1,1,49.0,0.2295877764234158,8.69005674230418e-13,7.186028763704512
MERTK,1,64.0,0.21082161445184822,8.119995044769467e-13,7.185942886873313
HAVCR2,1,64.0,0.17785456092998925,1.0438970662428444e-12,7.151038106968487
CFH,1,49.0,0.2674990892718337,1.2725925233860339e-12,7.132692637133692
LAIR1,1,64.0,0.1727275915234749,1.3197517770550807e-12,7.118313933493626
SCRG1,1,64.0,0.19123504388261248,1.3392564109796778e-12,7.116261803374631
MMP7,1,49.0,0.2594255627448745,1.6775716714294497e-12,7.09382987152804
APOM,1,49.0,0.24744405492783247,1.8432331629118655e-12,7.080538391134803
IGFBP7,1,49.0,0.20644012399495604,1.89616635479789e-12,7.076537849274422
TNFRSF10B,1,64.0,0.16953553823264014,1.8765158770149197e-12,7.068927048779522
CNTN4,1,49.0,0.23051998850458644,2.204678295503127e-12,7.055202310202219
NOTCH3,1,64.0,0.17695682690457207,2.293635069009325e-12,7.040617960933526
DCN,1,49.0,0.22381661879987078,2.5446771715602946e-12,7.034847945040884
CD248,1,49.0,0.21346397773292586,2.7878104971488146e-12,7.02186900785928
DTX3,1,64.0,0.1851150702276823,2.63463049966326e-12,7.02100723782927
CPM,1,49.0,0.2414986005938239,2.8490278520155645e-12,7.01877629790316
HEG1,1,49.0,0.2478680916669594,3.2237341776089273e-12,7.001159242185815
SHISA5,1,64.0,0.17867973429022208,3.714493922771842e-12,6.972184482198274
NPC2,1,64.0,0.18264142555539783,3.887793301050561e-12,6.965679245136948
TNFSF10,1,49.0,0.2494552906365525,4.744813124868527e-12,6.9457850347963905
CXCL9,1,64.0,0.18632454378839666,4.533704740873092e-12,6.94371061037239
AFM,1,49.0,0.24417028783098235,4.8465697861467405e-12,6.942733205042715
MXRA8,1,49.0,0.21658367274091428,4.956180483735225e-12,6.9395153460562025
SETMAR,1,49.0,0.24741968156954666,4.9807919825176914e-12,6.938802423079318
CST5,1,49.0,0.25660239471699947,5.607468937755383e-12,6.921725864530743
CXCL9,1,49.0,0.2235855985946545,5.834343027174691e-12,6.916002093804714
IGFBPL1,1,49.0,0.21532783985773615,5.894084161361711e-12,6.914531198636004
APCS,1,49.0,0.26412561972133114,6.394410497979379e-12,6.9027571918893935
MSLN,1,64.0,0.200339848160245,6.103849109638103e-12,6.9010192613704815
FABP1,1,49.0,0.23469254208328355,6.525038490909231e-12,6.899831932347673
CXCL8,1,49.0,0.24584082000722088,6.979769785657089e-12,6.890078501220005
SUSD2,1,49.0,0.2077940877861611,8.865846846297007e-12,6.85534570295854
DPP6,1,49.0,0.2274289639893189,9.044314663862834e-12,6.852444335513359
AHNAK,1,49.0,0.22755720675771576,9.104509056033063e-12,6.851478394682037
CD99,1,49.0,0.20024706400365708,9.489103781685091e-12,6.845450743924114
TNFRSF10A,1,64.0,0.1964400455982646,9.414926738260341e-12,6.838358551674186
CDHR2,1,49.0,0.2430917908504438,1.0273763896857189e-11,6.833862331517879
ADGRD1,1,49.0,0.2498897572229543,1.0554912525709973e-11,6.829920288972326
HSPB6,1,64.0,0.18724878498523106,1.0017978519725963e-11,6.829337863279121
CNTN2,1,49.0,0.23752938728030612,1.2246442335091251e-11,6.808178532375754
GFRA1,1,49.0,0.1873790737402798,1.3881968638166104e-11,6.789793081345721
TNFRSF12A,1,49.0,0.22500886698405895,1.3948045922552872e-11,6.789095707460712
HNMT,1,49.0,0.2136516054208822,1.5440417823879363e-11,6.7741518283804885
NPTX1,1,49.0,0.228954577387129,1.838144748101824e-11,6.7484481016563915
FNDC1,1,49.0,0.25271995081579074,1.9044196282884313e-11,6.743215209288379
TREM2,1,64.0,0.18273870238561432,2.0670898944147705e-11,6.723258129264109
TNFRSF1B,1,64.0,0.1705215585779097,2.3773005628403788e-11,6.702600470907941
C5,1,49.0,0.24468555288182073,2.6391036299397734e-11,6.694836544858967
SPINK1,1,49.0,0.2022659630757596,3.0239740861772946e-11,6.674554652539203
DCXR,1,49.0,0.2274632616862277,3.043399963440311e-11,6.673599227037149
PCBD1,1,49.0,0.21687799686194345,3.0587160343036437e-11,6.672850135953323
SSC5D,1,49.0,0.2388123993481358,3.189524759797264e-11,6.666598119105669
SRPX,1,49.0,0.23012972537358214,3.2165112291489193e-11,6.665339589692895
HS3ST3B1,1,49.0,0.24389020705389747,3.348696574243823e-11,6.659320689909903
TTR,1,49.0,0.24368818365901834,3.378530408556634e-11,6.657994453146128
CSPG4,1,64.0,0.18372976002964314,3.585289889482298e-11,6.641550515128068
CTSD,1,49.0,0.2089642029695645,3.842145875878613e-11,6.638739395463228
PTN,1,64.0,0.2009910448576317,3.9542994193276117e-11,6.626916897588318
CCDC80,1,49.0,0.17594423300379197,4.313315353642278e-11,6.621373868082115
ADA2,1,64.0,0.17656414176671245,4.130824441927583e-11,6.620383320582132
PTPRB,1,49.0,0.247821544788973,4.481413655716864e-11,6.615625157170518
SFRP1,1,49.0,0.23552771194893715,4.5867694426109535e-11,6.612128804857257
PLXNB2,1,49.0,0.22377925502508256,4.944796817769707e-11,6.600808337752338
AGRN,1,49.0,0.19441863503254148,5.352902541666961e-11,6.588844323276779
FUOM,1,49.0,0.2172761474284221,5.3629603804836154e-11,6.5885608788243415
CCL13,1,49.0,0.2396183556798826,5.64034647377377e-11,6.58094210830117
FGF23,1,49.0,0.24112176419440448,5.799601669211937e-11,6.576732029920816
EDN1,1,49.0,0.22336320070634838,5.820805797989315e-11,6.576180031777091
NPDC1,1,64.0,0.15406104355133568,5.660599237672082e-11,6.573071689329437
CES2,1,49.0,0.2412708729253224,6.48076579315314e-11,6.5599160670833365
FLT3LG,1,64.0,0.19565994546320897,6.182625687438785e-11,6.559767559614439
GSR,1,49.0,0.2353331460999019,7.268391802565277e-11,6.5425058766216315
MSR1,1,64.0,0.18047858138746062,8.08678884645396e-11,6.519118733370041
FABP3,1,49.0,0.21855644305184108,8.773504216256396e-11,6.513844837593743
DDAH1,1,49.0,0.21426056033389762,8.974542582300913e-11,6.510386748178439
NAGPA,1,49.0,0.2327690642343477,9.714442097211752e-11,6.498281216904802
IGSF9,1,49.0,0.2028641273665447,1.0321843743280764e-10,6.4889996176301405
BMP10,1,49.0,0.23236882113717952,1.0908887961732016e-10,6.480523492336765
CCL3,1,49.0,0.2434799942763058,1.133948021296583e-10,6.474585359321006
CD302,1,64.0,0.17667780101451697,1.0854643379256023e-10,6.474279125580869
GUCA2A,1,49.0,0.20948929129843102,1.2474947863425602e-10,6.459925457028444
FST,1,49.0,0.24133154695726836,1.4028551488718613e-10,6.4418528687638394
FGF6,1,64.0,0.1985975345952975,1.3767049762649248e-10,6.4378602559810005
NPPB,1,64.0,0.21240828200825423,1.60548415410671e-10,6.414202131589614
HAVCR1,1,64.0,0.18168386922916036,1.6574550100434324e-10,6.4092892708978155
PRELP,1,64.0,0.1837779977607935,1.8571408564851955e-10,6.391718214532657
SUSD5,1,49.0,0.20255215999655843,1.953573611962629e-10,6.390608580140897
IGSF8,1,49.0,0.2054124296928147,2.021382876435595e-10,6.385306788562985
CKAP4,1,64.0,0.15239978955915778,2.201193822947907e-10,6.3653808992691765
SORCS2,1,64.0,0.16355125056446362,2.2798512288449352e-10,6.359927513241421
CCL7,1,49.0,0.2233789604556231,2.4317178718661947e-10,6.356519087861115
MARCO,1,49.0,0.22628446337243413,2.654793204595316e-10,6.342805548356409
CHI3L1,1,49.0,0.21008078900845703,2.9093450460051933e-10,6.328470172315362
TNFSF13,1,64.0,0.17140241216608895,3.0652076379528654e-10,6.313776970068437
RBFOX3,1,64.0,0.16107990012238413,3.257013969538599e-10,6.304274932856763
P4HB,1,49.0,0.21009255385326417,3.6411698387250225e-10,6.293212715665631
SERPINA4,1,49.0,0.23344185102822598,3.7629523342601654e-10,6.288027797004169
DPY30,1,49.0,0.19970055959284805,4.28312553877208e-10,6.267583116904974
PRELP,1,49.0,0.21450640062845122,4.533023732961578e-10,6.25860980112842
CXCL16,1,49.0,0.20950866700463874,4.784648805690107e-10,6.250049935477694
MAMDC4,1,49.0,0.23361701088790077,4.998518513893314e-10,6.243113255995571
CD302,1,49.0,0.2031531868581146,5.015380798401482e-10,6.242578732951226
CFP,1,49.0,0.21066914000404133,5.315973093244753e-10,6.233333653369211
NRP2,1,49.0,0.20650012706034834,5.366237900448475e-10,6.231837695510363
RTBDN,1,49.0,0.2106735123103988,5.51118047772699e-10,6.227599374136709
WARS,1,49.0,0.2054757266159249,6.339496158504445e-10,6.205288532106193
GSTA1,1,49.0,0.2095810354185411,6.406817714510137e-10,6.203602353051098
CD276,1,64.0,0.18315388641015637,6.338699774217075e-10,6.199141458435304
POLR2F,1,49.0,0.1878922272976566,6.591232227423247e-10,6.199070483769909
TMPRSS15,1,49.0,0.23263193932884652,7.047403455935504e-10,6.188371472964312
F13B,1,49.0,0.22692482331613148,8.024257883383209e-10,6.16756853022401
B2M,1,64.0,0.1684875816137816,7.818036759760841e-10,6.165676483743645
SERPIND1,1,49.0,0.22207955122280396,9.292283589909069e-10,6.143978063911796
CDH2,1,64.0,0.16261689594903267,9.32936281874658e-10,6.137348621910037
SORCS2,1,49.0,0.18569606793685767,1.0767317517163783e-09,6.1202040273261415
GPD1,1,49.0,0.21699260316151064,1.1270015279597436e-09,6.112823580996517
CXCL10,1,49.0,0.20052319373449173,1.1654213369580944e-09,6.10739631809993
COLEC12,1,49.0,0.15672389494173541,1.285321031264212e-09,6.091516435865309
F7,1,49.0,0.2127608955588181,1.3199419997643982e-09,6.087199674235836
BCHE,1,49.0,0.23034589112031162,1.448583846157912e-09,6.072073382452836
DLK1,1,49.0,0.20507580937071496,1.511000365214613e-09,6.06520039215618
LTBR,1,64.0,0.15098010846974963,1.4902000654476038e-09,6.0616862085914205
CCL16,1,49.0,0.22888842630115713,1.613524916433864e-09,6.054490283413719
VCAM1,1,64.0,0.16232819126046535,1.5644897867827767e-09,6.0537760274703984
SEMA3F,1,49.0,0.19747310087103548,1.680310402015969e-09,6.047864945044422
ADH4,1,49.0,0.21874710927376045,1.8204531741648266e-09,6.034759162358118
ANGPTL3,1,49.0,0.20611185484981018,1.8529063712833283e-09,6.031864754231317
GRPEL1,1,49.0,0.20928969463388056,1.94551232207135e-09,6.023869381621726
HSPG2,1,64.0,0.13058070401008368,1.913336326247228e-09,6.020944547129604
IL17D,1,64.0,0.16673654776135796,1.9806074570671196e-09,6.015291616731745
FGF6,1,49.0,0.20584148406293945,2.0745458074528278e-09,6.013326650612309
CDHR2,1,64.0,0.1705893021020613,2.0799079266918456e-09,6.007280238672104
TCOF1,1,49.0,0.194254296908924,2.1622243537007913e-09,6.006521578907297
ENPP7,1,49.0,0.223540693133915,2.3553255989112713e-09,5.992436583574693
SRPX,1,64.0,0.1848541222539007,2.454453993339821e-09,5.98008986012267
RNASE1,1,64.0,0.18164972017739306,2.4680022018362107e-09,5.979183950577927
APOC1,1,49.0,0.22896141538036283,2.5727165272650864e-09,5.977867989983226
CRIM1,1,64.0,0.15638269633042434,2.491396793682082e-09,5.977631004218174
VWA1,1,49.0,0.22052084114978826,2.6126669885812197e-09,5.975321793431505
FGA,1,64.0,0.15893994388719943,2.67229183435932e-09,5.966081743828983
LAYN,1,49.0,0.16725742789864448,2.7701067392307212e-09,5.965643810392791
THBS4,1,64.0,0.15329952241125414,2.6921221475119605e-09,5.964862329703057
DKK3,1,64.0,0.16298834628356842,2.815728540675741e-09,5.957453221478441
ITGBL1,1,49.0,0.19238007511825872,3.071602824989974e-09,5.948520749275527
PRSS8,1,49.0,0.18955260769503884,3.3381758048855517e-09,5.93469399859656
EFHD1,1,49.0,0.19816489856015856,4.212354646210641e-09,5.895892326765935
BTN2A1,1,64.0,0.13727549329050237,4.3079365558893564e-09,5.886839611766263
PTS,1,49.0,0.19364956415034337,4.762727273680165e-09,5.875311814216898
C1R,1,49.0,0.21666150351295035,4.991881744468248e-09,5.867418463589425
CD248,1,64.0,0.16225059599475944,5.352180610812582e-09,5.8504925872636955
SFRP1,1,64.0,0.17204077359034287,6.8030136093754545e-09,5.810078963374266
CD300E,1,64.0,0.1513177587526771,6.861047425451211e-09,5.8086429728253
LGALS9,1,64.0,0.14144966312243476,7.307508064343567e-09,5.7979753045535585
SPON1,1,64.0,0.14696479189600373,7.443721906397994e-09,5.794846681658713
MMP7,1,64.0,0.17835267881098263,7.563932113062127e-09,5.792131561417943
LMNB2,1,49.0,0.18903054658965843,7.971303651285878e-09,5.7882608563267075
THOP1,1,49.0,0.19905086441953249,8.001800545308049e-09,5.78761093206244
GIP,1,64.0,0.2098338579484113,8.278153056998684e-09,5.776817370252356
PEPD,1,49.0,0.2219869128335947,8.98412554065045e-09,5.767870677335761
CLMP,1,49.0,0.18119271844588802,9.205549806423167e-09,5.763712025120761
TFF1,1,49.0,0.1924641477159878,9.217497384848965e-09,5.7634904089309975
DLL1,1,64.0,0.13490804595156172,9.027646974903204e-09,5.7620712844846915
GGT1,1,49.0,0.19112258528664738,9.320205003207232e-09,5.761596724220537
CNTN3,1,49.0,0.21200000662958896,9.687661219892288e-09,5.754984030157329
SEMA4C,1,49.0,0.2226434857918756,1.0064644661773805e-08,5.748448713624568
SHBG,1,64.0,0.1699202294879697,1.0026182144148843e-08,5.744175530498885
CHCHD10,1,49.0,0.19281587694396457,1.0347303245180056e-08,5.7437029326631714
ALCAM,1,49.0,0.16231174840830903,1.0459030184798185e-08,5.741861744222339
ISM1,1,49.0,0.18806914621102155,1.0596506294698912e-08,5.739622295825903
KHK,1,49.0,0.2079855776171065,1.0850327318681278e-08,5.735560871264669
TSPAN1,1,64.0,0.1906045700967153,1.0622300781822328e-08,5.7343011402276485
FABP2,1,49.0,0.20755043120008848,1.1355039329169878e-08,5.7277523558895735
RNASE6,1,64.0,0.16415830189719433,1.116178665985773e-08,5.725818720918502
IL15RA,1,49.0,0.20074200978068008,1.1760732164038393e-08,5.721716689850423
SUMF2,1,49.0,0.20454086727087878,1.190481866587071e-08,5.719621670513533
KRT19,1,49.0,0.1987592722886426,1.1995565223855623e-08,5.718314830629561
COQ7,1,49.0,0.21323406401952102,1.2367346013220294e-08,5.713059304775525
C2,1,49.0,0.18656095430086772,1.2531159271950214e-08,5.710792207294561
FURIN,1,49.0,0.1886518815046284,1.315124032881941e-08,5.702463899253146
MUC13,1,49.0,0.20132732841137613,1.5935395640188326e-08,5.669239997095375
IMMT,1,49.0,0.19780931349583786,1.622920984747782e-08,5.666069640326691
DKK4,1,49.0,0.19586372506055624,1.735173009142176e-08,5.654450153131089
FUT3_FUT5,1,49.0,0.19572092440951117,1.7508480977922137e-08,5.652886023194512
ERP44,1,49.0,0.19490811674001055,1.7531232303598976e-08,5.6526601319178775
EBI3_IL27,1,64.0,0.16678889671424252,1.7420931497028344e-08,5.649064736459406
TNFRSF12A,1,64.0,0.14736076830728814,1.760905582011121e-08,5.647200926536007
ACVRL1,1,49.0,0.16708474086043135,1.862232230368396e-08,5.642148387609322
XG,1,49.0,0.17949877143297732,1.9918336809350216e-08,5.630413569469341
ADGRE5,1,49.0,0.16743923922622456,2.0691830765515128e-08,5.623758547651293
BPIFA2,1,49.0,0.20490473884930885,2.117354741724353e-08,5.619734989866394
LAP3,1,49.0,0.2072749698983107,2.1655815785463614e-08,5.615794925841044
CRYBB2,1,64.0,0.12554154354889638,2.171756498418791e-08,5.610696319010017
CFB,1,49.0,0.2106699351391885,2.2917370349279967e-08,5.605877942478904
LEFTY2,1,64.0,0.15465628537795795,2.3241004773084374e-08,5.598847516821802
ADGRE5,1,64.0,0.14123214270649537,2.3289363280220486e-08,5.598483877662757
VWC2,1,64.0,0.1550505778802569,2.3466014632921694e-08,5.597161723327646
CDH15,1,49.0,0.15752815913769436,2.531203102079428e-08,5.588431908955493
MANSC4,1,64.0,0.1897110783585312,2.4756859022749412e-08,5.5877838557151485
PENK,1,64.0,0.15594545039872426,2.514910728209987e-08,5.58502814361014
SERPINC1,1,49.0,0.20262971885814243,2.6532315991777187e-08,5.580149298027051
MEGF9,1,49.0,0.19628170643205908,2.829524009861845e-08,5.568814484728272
FGFBP2,1,49.0,0.18940348532957518,2.939640294422352e-08,5.562077436063876
SLAMF8,1,64.0,0.1787920318892809,2.9186539513644744e-08,5.558865548640523
SERPINA5,1,49.0,0.19424633170346797,3.01682266131505e-08,5.557499826921924
CGB3_CGB5_CGB8,1,49.0,0.19627711753371735,3.0555287127743123e-08,5.555246842572238
CRHBP,1,49.0,0.20123718332160262,3.1000793527759823e-08,5.552687702996988
RBP2,1,49.0,0.20293910644804747,3.1061665137911456e-08,5.552340811291945
FOLR1,1,64.0,0.14104237992033325,3.108811984041784e-08,5.547739737210948
ANGPTL2,1,49.0,0.18904604282719734,3.386707472302334e-08,5.537029881469485
MYL3,1,49.0,0.20639743149692516,3.489218037225999e-08,5.531740750104704
MVK,1,49.0,0.17903854522486773,3.5106026237630374e-08,5.53065642347322
FGFR2,1,49.0,0.19876208749041466,3.534744765394496e-08,5.529439948963557
EPHA2,1,49.0,0.1555309732635511,3.562624906539361e-08,5.528045116504463
JAM2,1,49.0,0.14480381453138058,3.569864271303453e-08,5.5276846663786525
FTCD,1,49.0,0.18529129208592005,3.6082968013766584e-08,5.525782899076952
