Biomarker,Subtype,Age,Coefficient,p,t
IGSF21,2,64.0,-0.10289094988610478,0.004038005087317101,-2.8774975814001196
IL31RA,2,64.0,-0.10686215622342628,0.0039714457149395655,-2.882752871757845
MEGF9,2,64.0,-0.09387264298508186,0.003827953648942356,-2.8943602980362386
ENDOU,2,64.0,-0.1024255299129406,0.003821874568764698,-2.8948607320262854
TNFSF11,2,49.0,-0.12454341099778948,0.0037765882553690384,-2.899579569581038
PTEN,2,64.0,-0.10701001369760324,0.003707511100584838,-2.904412677959033
OMP,2,64.0,-0.10604943626498031,0.003707312429074117,-2.9044295034096206
ESR1,2,64.0,-0.11540493161153079,0.003679389131055285,-2.9068025197355762
PLA2G7,2,64.0,-0.10599887568833359,0.003569390934348376,-2.916312817748289
F11,2,64.0,-0.11198286079080154,0.003500187642499176,-2.9224336787557696
DPEP1,2,64.0,-0.10995071752418385,0.0033341012121930057,-2.9375856219528442
SERPIND1,2,64.0,-0.1053263964285911,0.0032959835806324004,-2.941159927352848
PRSS2,2,64.0,-0.10075681450316036,0.0031065564228309017,-2.959501659089252
SELE,2,64.0,-0.0991738883292672,0.003061337605095233,-2.9640306593728645
SELL,2,49.0,-0.13077822861044058,0.0030679614900970677,-2.964392860593969
NIT1,2,64.0,-0.11413619214772473,0.0029205244246783557,-2.9785359982137156
TEK,2,64.0,-0.10439129509678613,0.0028077404464317782,-2.990622184693049
EDNRB,2,64.0,-0.1064254154529009,0.0027404077376134554,-2.9980509068251546
PNLIPRP1,2,64.0,-0.10863386099331879,0.002626581471750863,-3.01099727798157
ZNF830,2,64.0,-0.11220023990000574,0.002542286603888836,-3.0209198300179376
CD226,2,64.0,-0.11024597149381962,0.002470776508839223,-3.0295763818533974
LYN,2,64.0,-0.11009990928139896,0.0023717143857255782,-3.0419551338549042
GAL,2,64.0,-0.10823168338838111,0.002221854702998566,-3.0616128277620978
CPA4,2,49.0,-0.13076982244493385,0.002207285134815107,-3.0647182169194775
VTA1,2,64.0,-0.11070604915475443,0.0021728967371227167,-3.068298833947088
SNX18,2,64.0,-0.11453183158054966,0.0021056462607988765,-3.077711864276037
SUGT1,2,64.0,-0.11244954454417776,0.0020938808901635924,-3.0793869487739824
CST6,2,64.0,-0.11044180153829913,0.002073689727371473,-3.082281883482368
SPRED2,2,64.0,-0.11633541814991698,0.0020077611779596434,-3.091918065331234
PROC,2,64.0,-0.1094748958215977,0.0019275565226938478,-3.1040405285519235
FABP9,2,49.0,-0.13593039341025326,0.0018698299531182449,-3.1142377000340766
ODAM,2,64.0,-0.12641740542929197,0.001796760101219512,-3.1248414476605335
ARHGAP1,2,64.0,-0.11354414264739619,0.001725340655179548,-3.1367948225119187
CDH3,2,49.0,-0.11754170898524229,0.0017002485306410946,-3.1423148390601936
CES3,2,64.0,-0.11692741472131003,0.0016340430431369516,-3.152756453910933
LYSMD3,2,64.0,-0.1180138813051412,0.0015486858870583506,-3.1684404266771797
CHAD,2,64.0,-0.11102158500038943,0.0015213353809777144,-3.1736346988122044
UMOD,2,64.0,-0.11216846899035897,0.0015189622340980344,-3.1740894434863054
IL18RAP,2,64.0,-0.12267191108762404,0.0014989963483981056,-3.177941468090826
SPINT3,2,49.0,-0.14440734603288255,0.0014246888838829398,-3.1939749382346063
CSF3,2,64.0,-0.11360856002138303,0.0013484720248963542,-3.20860685165669
NTF3,2,64.0,-0.11579461633423978,0.0012663888876190336,-3.226687632369421
IL3RA,2,64.0,-0.11915703860416037,0.0011739622788239019,-3.2483909983583548
ADAMTS13,2,49.0,-0.13635124908392232,0.001128896670727963,-3.2608979397629287
GGA1,2,64.0,-0.11799033599950977,0.0011113197499364779,-3.2640177969179627
TNFSF10,2,64.0,-0.10983177021502949,0.0010332469910776952,-3.284676826996902
VTCN1,2,49.0,-0.1499898077664117,0.0009739188389778726,-3.3027609603940795
FGF9,2,64.0,-0.13013181786210604,0.0008359320925122489,-3.3441525846410767
ANPEP,2,64.0,-0.11190663156860577,0.0008203157122756937,-3.3494011044855734
NCAM2,2,49.0,-0.1379192841709484,0.0008244042862246007,-3.3494694925964326
CPA1,2,64.0,-0.11912011975806079,0.0007471122347699559,-3.375312210717628
WFIKKN1,2,64.0,-0.11825279344090953,0.0007437727682310859,-3.3765497131240343
SH2B3,2,64.0,-0.12244218451071433,0.0007411955244624621,-3.3775082943442487
CST6,2,49.0,-0.13660337029593975,0.0007342526579378895,-3.3815973397822465
LAT2,2,64.0,-0.12417167659805528,0.0006292945598951193,-3.422441681903642
CNTN3,2,64.0,-0.11514566884089207,0.0006274064236077612,-3.423261882128736
FLT3,2,49.0,-0.1368258416433016,0.0005720634529441909,-3.4499633811049057
CR2,2,64.0,-0.12494796175883922,0.0005500725726913817,-3.4590016711820017
APOC1,2,64.0,-0.11743088973148191,0.0005148901496290907,-3.476839088107031
PNLIP,2,64.0,-0.12912939047135388,0.00049876411984124,-3.485398052879468
CPB1,2,64.0,-0.125688473852467,0.0004009704303003895,-3.543615095399363
SERPINI2,2,64.0,-0.13521047828891836,0.0003742162613034377,-3.5618620537944223
GP1BA,2,64.0,-0.11821115314291407,0.00037040317084288704,-3.5645614206800302
TTR,2,64.0,-0.12682258519908313,0.0003680365694137823,-3.5662498900353463
PON1,2,64.0,-0.1309973446748665,0.00036507470882661216,-3.5683774192080415
RNF31,2,64.0,-0.1352072078839078,0.00034981655426746995,-3.5796000913702124
NPHS1,2,64.0,-0.13732619119972686,0.0003334912967180435,-3.5921267125967065
REXO2,2,49.0,-0.17592057490609592,0.00027032463482604184,-3.6485710031654914
SCP2,2,64.0,-0.13225563526136866,0.0002509392500850648,-3.6658940164889042
IGDCC4,2,64.0,-0.12263819961642114,0.00024020635619478317,-3.6771165635925818
DMP1,2,64.0,-0.12267410958335465,0.00020038926178742952,-3.7233285842708685
PDGFC,2,64.0,-0.1264341626460828,0.00019798954455157896,-3.726382593214094
S100A4,2,64.0,-0.13280833521076651,0.0001899697736409238,-3.7368477279517665
IL7R,2,64.0,-0.13292016640140616,0.0001831474705421457,-3.74608261972849
IGFBP3,2,64.0,-0.12822173930908332,0.00017257496256090942,-3.7610537662595838
LYPD3,2,64.0,-0.12917825252969123,0.0001620099905098505,-3.7769025551966267
CPB2,2,64.0,-0.1411263835346234,0.00015685461619641963,-3.784992865651817
FABP9,2,64.0,-0.13392359058067524,0.00015256698135711555,-3.791914479032195
PROS1,2,64.0,-0.13965099374456705,0.0001508379219452846,-3.794757696031147
PLB1,2,64.0,-0.1432300306806677,0.00014277695998737852,-3.8084318627908735
CBLN4,2,64.0,-0.1341063915108764,0.000129781503718057,-3.8320890120491824
ENG,2,64.0,-0.12866047427244076,0.000122042677148215,-3.847261836483906
PINLYP,2,64.0,-0.14328498163471567,0.00010330248126651623,-3.88813920596999
CGA,2,64.0,-0.09991334640378793,0.00010213547884426738,-3.890911125796071
ENPP5,2,64.0,-0.15269001966684378,9.489143291135707e-05,-3.908817714848188
SELL,2,64.0,-0.1416257131201958,9.056644820419423e-05,-3.9201348602042927
SEZ6L2,2,49.0,-0.1518980485054175,8.776040599429534e-05,-3.9300440851381113
CNDP1,2,64.0,-0.14046953948687688,8.614457282681968e-05,-3.932246394704718
GALNT7,2,64.0,-0.14064226521965484,8.311055461194484e-05,-3.9409014282207737
CTRB1,2,64.0,-0.14262561543211477,7.673861746909979e-05,-3.9600957665015386
PRL,2,49.0,-0.1723250624113013,7.215806169873391e-05,-3.9772193468530794
SOD2,2,64.0,-0.12525945708163372,7.019228591058918e-05,-3.9814544941854577
LCAT,2,64.0,-0.14259498089612285,6.99532204584036e-05,-3.982269691162064
PEAR1,2,64.0,-0.13018717320296344,6.601317381255822e-05,-3.996099144847334
BTD,2,64.0,-0.14745239196669055,6.468358007584973e-05,-4.000942853242552
CRISP3,2,49.0,-0.17066801852970478,5.428536544648863e-05,-4.0449363729168075
DSG3,2,64.0,-0.13500172916362724,4.559048681232969e-05,-4.083413926453892
SFRP4,2,49.0,-0.1746005626030314,3.815714185380994e-05,-4.127446726806576
F10,2,64.0,-0.14823813468761485,3.338667262437543e-05,-4.1556293098269395
SHC1,2,64.0,-0.1576633439321742,3.2778287622390975e-05,-4.1598570922934
FGFBP2,2,64.0,-0.14491520388877588,3.1910406462662896e-05,-4.166019092998519
CELA2A,2,64.0,-0.15661080312215708,2.9616357979236046e-05,-4.183108132536174
PNPT1,2,64.0,-0.15367934591168836,2.6689882996834594e-05,-4.20683592493388
ADGRG2,2,64.0,-0.1413580050464169,2.3479458154066473e-05,-4.235899538689566
GAL,2,49.0,-0.18457052810191507,2.1470444191700216e-05,-4.258965704378977
TNXB,2,49.0,-0.16977414444160582,1.8789370430217712e-05,-4.288957426605361
KDR,2,64.0,-0.15424021957791503,1.3989758133980009e-05,-4.351544449859797
F2,2,64.0,-0.16137454457139166,1.3559188304847365e-05,-4.35843769590778
BCAN,2,64.0,-0.1423382150842842,1.1198622096830999e-05,-4.400402309506289
MENT,2,64.0,-0.1558582646622133,8.13921319154164e-06,-4.469617772876336
PSMA1,2,64.0,-0.173564851042273,4.644406912477682e-06,-4.589015356012884
CFP,2,64.0,-0.16420559855842268,4.134933486081487e-06,-4.613392627015754
LAMP2,2,64.0,-0.16051945688771813,3.2944562699928633e-06,-4.660730781493309
KLKB1,2,64.0,-0.17224063739331677,2.5170079571706e-06,-4.716246763392051
CD86,2,64.0,-0.16060282792106442,2.360585341233432e-06,-4.729392372132848
SDK2,2,49.0,-0.19452629681693648,2.3441205809763442e-06,-4.734748135926285
OBP2B,2,49.0,-0.2146781423151483,1.4905306068302558e-06,-4.8267868418978725
PLA2G1B,2,64.0,-0.17721461077793313,1.1343979619803316e-06,-4.877238636211996
CTRC,2,64.0,-0.18389698587253023,1.0795947825242432e-06,-4.887081376987143
TNFSF11,2,64.0,-0.17466854296847806,1.073965222743387e-06,-4.8881195612262305
RLN1,2,49.0,-0.24689859712540624,1.0125056762909705e-06,-4.904153771407813
NAGPA,2,64.0,-0.1755209909176779,9.088229612688109e-07,-4.921168994031523
SERPINC1,2,64.0,-0.18899481080804925,8.829674775771061e-07,-4.926861533292789
SERPINA6,2,64.0,-0.17315308531913476,8.214001565219894e-07,-4.941090853030429
ADAMTS13,2,64.0,-0.17534078544085557,7.262968444562318e-07,-4.9652301342745915
PON3,2,64.0,-0.16374906786851476,5.51008818662735e-07,-5.019027347655603
CRLF1,2,49.0,-0.21332747843801728,4.007862958692525e-07,-5.085209957681976
DNER,2,64.0,-0.17620241574575163,2.766601179563283e-07,-5.150970333608498
IGDCC4,2,49.0,-0.2158262371037213,1.2061657853217522e-07,-5.3114336096007335
IL1R2,2,64.0,-0.18276773744011118,1.097013322707943e-07,-5.3233926803208975
TNXB,2,64.0,-0.17132815542615532,9.238484835632767e-08,-5.354852770244775
AREG,2,49.0,-0.23282998857040527,7.388552961328126e-08,-5.401277924256864
CA6,2,64.0,-0.20222729852284688,2.6028485274309204e-08,-5.581775152446983
CELA3A,2,64.0,-0.20393502433977856,2.4997432037216127e-08,-5.588875476974681
DSG4,2,64.0,-0.20340134832145837,2.211399859211597e-08,-5.610355337967784
SERPINF2,2,64.0,-0.21101307597959496,1.276270516009861e-08,-5.7057719585229245
KLK7,2,64.0,-0.19896830996042655,9.453503611773121e-09,-5.757254838630289
KIT,2,64.0,-0.20736717569377938,2.2202616047659744e-09,-6.00000247350675
CTSV,2,64.0,-0.20795912005688127,2.200084615721681e-09,-6.001503277264771
LRRN1,2,64.0,-0.20585801262695827,2.1723836512848756e-09,-6.003585728201367
ENPP6,2,64.0,-0.2190185213193386,8.857383007905545e-10,-6.1493714602386556
CD1C,2,64.0,-0.20275561861845412,6.863217270955241e-10,-6.19023893014839
ERBB3,2,64.0,-0.22188076199319529,6.77540254556978e-10,-6.192295504350303
FASLG,2,64.0,-0.22015120177845304,4.840931806708271e-10,-6.2457638119316075
CA14,2,64.0,-0.20625670917518638,2.0094252136806674e-10,-6.383635890033514
RET,2,64.0,-0.20526402945113364,1.7533522631422917e-10,-6.404764655728141
DPP4,2,64.0,-0.19854807630579246,1.5901347510005489e-10,-6.419869598778472
APOM,2,64.0,-0.23752684181996503,1.2662246860314806e-11,-6.800162148771345
CHRDL2,2,49.0,-0.32236738722686714,2.3229918349991893e-12,-7.056944140231483
STC2,2,49.0,-0.27918864815747246,1.7490018538865014e-12,-7.097256564648647
RLN2,2,49.0,-0.38713344397701704,8.306495678545094e-14,-7.517582107745366
CDON,2,64.0,-0.2660279029354384,1.0069010305640179e-17,-8.629035619196152
CTSV,2,49.0,-0.3452760568645247,3.612450318522119e-18,-8.772521815427444
PROK1,2,49.0,-0.3847086522212154,7.470998638244288e-20,-9.215520598291857
EGFR,2,64.0,-0.34235770772817303,1.346128041377348e-23,-10.101148759141129
PAEP,2,49.0,-0.5403382666752726,6.443770735915549e-29,-11.333298674676172
CGA,3,49.0,0.9438221301736733,9.581698185468646e-55,16.17629402271755
EDA2R,3,64.0,0.491436950570437,1.0481401063653536e-50,15.391237942600684
FSHB,3,49.0,0.7196842434086523,1.1432693064509389e-41,13.908755678677617
ELN,3,49.0,0.48149670124671057,1.3460746305019892e-31,11.943856263351833
LTBP2,3,49.0,0.43180968371268963,2.017640749461888e-30,11.697162546818214
ELN,3,64.0,0.36214878053697763,6.073645469526596e-28,11.119581475137217
NEFL,3,64.0,0.3859992466036529,1.6752360586282832e-24,10.347137300684425
LTBP2,3,64.0,0.3124697955389193,1.974420751922699e-24,10.330578988572066
GDF15,3,64.0,0.3568651278751881,2.0812114110070458e-24,10.325266051860956
SCARF2,3,49.0,0.36728957276855145,4.4543680987922985e-23,10.043328357762691
CHRDL1,3,64.0,0.33804822654023775,4.710600310615708e-23,10.006185107233684
SCARF2,3,64.0,0.3005496253883809,8.941081220669189e-22,9.696583032939389
NTproBNP,3,64.0,0.3859430153081332,1.0269698558849943e-20,9.432954480906083
EDA2R,3,49.0,0.33963458125604706,1.5805392924386047e-20,9.411601491528241
WFDC2,3,64.0,0.3160184736939122,1.3929306858946702e-19,9.14386937484287
OGN,3,64.0,0.32673130500795533,2.646452255139401e-19,9.071442253943058
CCDC80,3,64.0,0.31792870289636876,3.453766361520031e-19,9.04124363944722
CDCP1,3,64.0,0.33483400797310836,6.866971119986834e-19,8.962868443773575
PTPRZ1,3,49.0,0.4163639339323697,1.3201515177676793e-18,8.909797790792348
CCN5,3,64.0,0.33838089817775424,1.0198155633093374e-17,8.648996462126767
PKD1,3,49.0,0.38143333283122693,3.010432908585787e-17,8.539596200474678
CXCL17,3,49.0,0.38617399954211684,9.041600691988207e-17,8.405961236972324
RSPO3,3,64.0,0.30559074332272235,9.075840187392452e-17,8.386924690972416
MCAM,3,49.0,0.3535763938285316,3.054584327943792e-16,8.255787094602253
PGF,3,64.0,0.27449899375872155,2.92418789733563e-16,8.243558960494598
CDCP1,3,49.0,0.31654961251952957,7.001057851775726e-16,8.152059649581805
LRFN2,3,64.0,0.34086546493210973,3.0522063844568446e-15,7.9490966480015635
HAVCR1,3,49.0,0.33287406782887097,5.078944052024904e-15,7.899314631720807
MLN,3,49.0,0.3788853117172055,6.8731661073473585e-15,7.860089584268111
RSPO1,3,64.0,0.3261898062259263,6.986125576054539e-15,7.8427347411236585
ITGAV,3,49.0,0.3746753130297127,1.0417413676526047e-14,7.80588115044225
EFEMP1,3,64.0,0.2628860134704455,3.069412284159022e-14,7.6492590920029695
CNTN2,3,49.0,0.3606271149050167,4.945572656926742e-14,7.599759004814541
GDF15,3,49.0,0.2860483088662369,6.254559703668557e-14,7.568247114689999
SCARA5,3,49.0,0.2936020532938146,1.1454489986858235e-13,7.486498187728454
KLK4,3,64.0,0.29833293901128455,1.7922773603856834e-13,7.412590694587977
NCS1,3,49.0,0.3468956648592541,2.1684732173299688e-13,7.399388443537249
MSR1,3,49.0,0.3309817175889821,2.683503647643714e-13,7.370096351987238
IGFBP4,3,64.0,0.2645326469237719,2.5227733092537365e-13,7.365935144642793
ACTA2,3,49.0,0.30525904238422463,3.705751782343654e-13,7.325529118578603
NTRK3,3,49.0,0.3329443118827632,5.309629955390762e-13,7.275580297862481
PIK3IP1,3,64.0,0.23371487130225438,7.180522849566941e-13,7.221473342125184
CDH2,3,49.0,0.34113819250005273,8.322963796645284e-13,7.212712102158425
CXCL17,3,64.0,0.2570297143136738,8.493428846457401e-13,7.198035176376486
DCTPP1,3,49.0,0.33277108182047077,1.863805891197792e-12,7.098696868146701
HAVCR1,3,64.0,0.27912311904351417,1.9900576038664412e-12,7.078096700427621
WNT9A,3,64.0,0.25462122432917317,3.900613306223287e-12,6.981965916086561
CXCL9,3,64.0,0.284158556560753,3.96895452371959e-12,6.979468781813085
SUSD5,3,64.0,0.2738030417529742,4.090602013498649e-12,6.975126487513561
ACTA2,3,64.0,0.2589026998559298,6.498731234164712e-12,6.908229947382575
SIGLEC7,3,49.0,0.3391905675297875,8.489724781141872e-12,6.879644697236758
DCN,3,64.0,0.27295830839772195,8.512135974292831e-12,6.868952768849324
YAP1,3,64.0,0.24138329250227628,8.529759390636794e-12,6.868650976485086
CCN3,3,64.0,0.22269610537699186,9.851382331927934e-12,6.847601531667002
MMP12,3,64.0,0.2807624627433483,1.0750843529731599e-11,6.834805241506993
CRTAC1,3,49.0,0.3385873888262318,1.2630759982063133e-11,6.821197926949981
HSPB6,3,64.0,0.2527638506569991,1.3923064512020851e-11,6.796807572062858
MAN1A2,3,49.0,0.3487138275206834,1.534624708523403e-11,6.792382453775657
ADAMTS16,3,64.0,0.22973807637398017,1.7075528147149535e-11,6.766675465618168
SOST,3,49.0,0.3079309901374919,2.042960800425859e-11,6.749843379409604
F3,3,49.0,0.3097148133741532,2.1340422631573347e-11,6.743336977043196
CTHRC1,3,49.0,0.30926039554443807,2.1537884333804762e-11,6.741962348943426
